id_pedido,dt_pedido,fl_ketchup,desc_uf,txt_recado
527,2023-05-24,TRUE,PR,Capricha no abacaxi pleaaseee
528,2023-05-24,TRUE,RJ,null
529,2023-05-24,FALSE,SP,null
530,2023-05-24,FALSE,PE,null
531,2023-05-24,FALSE,SP,null
532,2023-05-24,FALSE,SP,null
533,2023-05-24,FALSE,SC,É a pizza dos meus sonhos
534,2023-05-24,TRUE,SP,null
535,2023-05-24,FALSE,SP,Na parte do ingrediente 5 por favor trocar o roquefort por gorgonzola por favor.
536,2023-05-24,TRUE,SE,null
537,2023-05-24,FALSE,SP,Capricha!
538,2023-05-24,TRUE,PR,null
539,2023-05-24,FALSE,CE,Parabens pelo trabalho galera!
540,2023-05-24,FALSE,SP,Vcs são foda!
541,2023-05-24,TRUE,PR,Capricha!
542,2023-05-24,TRUE,BA,null
543,2023-05-24,FALSE,SP,Capricha na cebola por gentileza
544,2023-05-24,FALSE,SP,null
545,2023-05-24,FALSE,SC,null
546,2023-05-24,FALSE,SP,Vocês fazem um trabalho bom demais
547,2023-05-24,TRUE,SP,null
548,2023-05-24,TRUE,SP,null
549,2023-05-24,TRUE,SP,Capricha na azeitona
550,2023-05-24,FALSE,PE,null
551,2023-05-24,FALSE,SP,null
552,2023-05-24,FALSE,ES,null
553,2023-05-24,TRUE,PE,Quero que chegue quentinha !
554,2023-05-24,TRUE,SP,null
555,2023-05-24,FALSE,MG,Senti falta da opção presunto parma!!
556,2023-05-24,FALSE,DF,null
557,2023-05-24,TRUE,CE,null
558,2023-05-24,FALSE,PE,"Escreve ""Te amo"" com ketchup por favor. É pra minha namorada."
559,2023-05-24,FALSE,SP,Faltou manjericão!
560,2023-05-24,FALSE,RJ,null
561,2023-05-24,FALSE,ES,Sucesso nessa nova pizzaria! Capricha no queijo
562,2023-05-24,TRUE,SP,Capricha.
563,2023-05-24,FALSE,MG,Sem cebola sou alérgico
564,2023-05-24,FALSE,SP,Capricha na cebola!
565,2023-05-24,FALSE,SP,null
566,2023-05-24,TRUE,PE,Pode caprichar no queijo
567,2023-05-24,FALSE,SP,Fique com fominha ... e agora ? Quanto tempo a entrega ?
568,2023-05-24,FALSE,SP,null
569,2023-05-24,FALSE,MS,Massa crocante nada de queimado nas bordas.
570,2023-05-24,TRUE,CE,null
571,2023-05-24,FALSE,SP,null
572,2023-05-24,FALSE,SP,Muito legal!
573,2023-05-24,TRUE,AL,null
574,2023-05-24,FALSE,BA,Vocês são fod@!
575,2023-05-24,FALSE,SP,Espero que a pergunta sobre o ketchup seja para julgamento!!!!!!!!!
576,2023-05-24,FALSE,SP,Manda pizza!
577,2023-05-24,TRUE,SP,null
578,2023-05-24,TRUE,SP,Não
579,2023-05-24,TRUE,RJ,Ketchup na pizza sim 😊
580,2023-05-24,TRUE,RJ,Capricha no molho de tomate kkk
581,2023-05-24,TRUE,DF,Faltou aquela pizza doce :)
582,2023-05-24,FALSE,SP,Faltou manjericão. Boa aula!
583,2023-05-24,FALSE,SP,null
584,2023-05-24,FALSE,SP,null
585,2023-05-24,TRUE,SP,Por favor capricha no recheio chefe!
586,2023-05-24,TRUE,ES,Pode caprichar na borda e no Bacon
587,2023-05-24,FALSE,BA,Parabéns pelo trampo!
588,2023-05-24,FALSE,SP,Obrigado por contribuírem tanto para a comunidade!
589,2023-05-24,FALSE,SP,null
590,2023-05-24,TRUE,RJ,Parabéns!!
591,2023-05-24,FALSE,SP,sacanagem responder esse forms deu fome hahahah
592,2023-05-24,FALSE,SP,null
593,2023-05-24,TRUE,RJ,Boas fornadas!!
594,2023-05-24,FALSE,SP,null
595,2023-05-24,FALSE,RS,#venceremos
596,2023-05-24,TRUE,RJ,null
597,2023-05-24,FALSE,DF,Que seja assada no forno de lenha!
598,2023-05-24,TRUE,GO,Faltou borda de chocolate em
599,2023-05-24,TRUE,SC,Dobro de recheio
600,2023-05-24,FALSE,SP,null
601,2023-05-24,FALSE,SP,null
602,2023-05-24,FALSE,RS,Prepara a pizza para viagem!
603,2023-05-24,TRUE,PR,null
604,2023-05-24,FALSE,SP,null
605,2023-05-24,FALSE,SP,null
606,2023-05-24,FALSE,MG,null
607,2023-05-24,TRUE,SP,Por Favor sem cebola em hipótese nenhuma!
608,2023-05-24,FALSE,SP,Sem cebola kkk
609,2023-05-24,FALSE,SP,null
610,2023-05-24,FALSE,RJ,#Vaai!!
611,2023-05-24,FALSE,PB,massa bem tostada por favor.
612,2023-05-24,FALSE,PR,Continuem mandando esse conteúdo de qualidade manos!
613,2023-05-24,FALSE,SP,Gosto da massa mais ao ponto não gosto dela crocante
614,2023-05-24,TRUE,DF,Faz um portuguesa
615,2023-05-24,TRUE,AL,Não queimem a pizza
616,2023-05-24,TRUE,RJ,null
617,2023-05-24,FALSE,AL,o/
618,2023-05-24,TRUE,RN,null
619,2023-05-24,TRUE,MG,null
620,2023-05-24,TRUE,RJ,Capricha no milho
621,2023-05-24,FALSE,RJ,Amo vocês!
622,2023-05-24,FALSE,DF,null
623,2023-05-24,FALSE,MT,Tô com fomeee!
624,2023-05-24,FALSE,RN,null
625,2023-05-24,FALSE,SP,Muito obrigado!
626,2023-05-24,FALSE,SP,null
627,2023-05-24,FALSE,SP,null
628,2023-05-24,FALSE,MG,null
629,2023-05-24,FALSE,PR,Água sem Gás
630,2023-05-24,TRUE,PE,null
631,2023-05-24,TRUE,SC,oiee
632,2023-05-24,TRUE,MT,null
633,2023-05-24,FALSE,RJ,tomate seco caseiro feito no forno
634,2023-05-24,FALSE,SP,Capricha no queijo
635,2023-05-24,FALSE,DF,Faça a pizza com muito amor e update sem esquecer de quando fazer delete antes do where coloque o not no meu coração.
636,2023-05-24,FALSE,PR,VAAAAAAI
637,2023-05-24,TRUE,CE,null
638,2023-05-24,TRUE,PE,null
639,2023-05-24,TRUE,MG,SEUS LINDOOOOOSSSSSSS
640,2023-05-24,TRUE,SP,Suco sem açúcar
641,2023-05-24,TRUE,SC,null
642,2023-05-24,FALSE,SP,null
643,2023-05-24,FALSE,AL,Somente os parabéns !
644,2023-05-24,TRUE,PR,Capricha nessa 🍕
645,2023-05-24,TRUE,CE,Vai da Bom!!!
646,2023-05-24,TRUE,SP,Conseguem entregar até às 21hs?! Valeuuuu
647,2023-05-24,FALSE,SP,Hipótese 1: alto índice de ketchup em RJ rsrs
648,2023-05-24,FALSE,SP,null
649,2023-05-24,FALSE,PR,null
650,2023-05-24,FALSE,RS,capricha mestre 🙌🙌
651,2023-05-24,FALSE,SP,null
652,2023-05-24,TRUE,SP,null
653,2023-05-24,TRUE,GO,null
654,2023-05-24,TRUE,AC,para entregar na rua do calvo no acre
655,2023-05-24,TRUE,PR,Parabéns pelo baita trabalho
656,2023-05-24,FALSE,PE,Vcs são demais! Agradecida por mais essa oportunidade de evolução! Mais um treinamento no capricho! <3
657,2023-05-24,TRUE,RN,Caprichem!!
658,2023-05-24,TRUE,RJ,null
659,2023-05-24,FALSE,RR,Não vou pagar entrega
660,2023-05-24,TRUE,DF,null
661,2023-05-24,FALSE,RS,null
662,2023-05-24,FALSE,MS,Bora assar essas pizzas!!!!!
663,2023-05-24,TRUE,SP,Null
664,2023-05-24,FALSE,PB,S2
665,2023-05-24,TRUE,BA,null
666,2023-05-24,TRUE,PR,Vocês são sensacionais!!
667,2023-05-24,FALSE,MG,Favor não empinar a moto durante a entrega
668,2023-05-24,TRUE,BA,Vc é foda
669,2023-05-24,TRUE,PE,se chegar fria eu não pago !!
670,2023-05-24,TRUE,SP,Sucesso!
671,2023-05-24,FALSE,MG,null
672,2023-05-24,FALSE,SP,Gelimão no copo por favor
673,2023-05-24,FALSE,SP,null
674,2023-05-24,FALSE,PR,null
675,2023-05-24,TRUE,SP,null
676,2023-05-24,FALSE,SC,null
677,2023-05-24,TRUE,MG,null
678,2023-05-24,FALSE,PR,null
679,2023-05-24,TRUE,SP,null
680,2023-05-24,FALSE,PR,null
681,2023-05-24,TRUE,PE,Capricha no recheio! ;)
682,2023-05-24,FALSE,SP,Fala se tá solteiro Teo
683,2023-05-24,TRUE,SP,Mama Mia!!
684,2023-05-24,FALSE,SP,Um abraço pro Téo!
685,2023-05-24,TRUE,PR,null
686,2023-05-24,FALSE,SP,null
687,2023-05-24,FALSE,SP,Capricha!
688,2023-05-24,FALSE,BA,Ansiosa pelo meu pedido!
689,2023-05-24,TRUE,ES,null
690,2023-05-24,TRUE,RS,null
691,2023-05-24,FALSE,SP,null
692,2023-05-24,TRUE,ES,null
693,2023-05-24,TRUE,SC,null
694,2023-05-24,FALSE,CE,Demora muito?
695,2023-05-24,TRUE,RS,Gosto da pizza bem tostada!
696,2023-05-24,FALSE,SP,null
697,2023-05-24,FALSE,PR,Rápido que deu fome aqui.
698,2023-05-24,TRUE,ES,Troco pra R$ 100 por favor.
699,2023-05-24,FALSE,SP,null
700,2023-05-24,FALSE,SP,null
701,2023-05-24,TRUE,AM,Lindos por favor usem touca e luvas.
702,2023-05-24,FALSE,PB,Sou seu fã Teo!
703,2023-05-24,TRUE,MG,null
704,2023-05-24,FALSE,RS,null
705,2023-05-24,TRUE,SP,null
706,2023-05-24,FALSE,RN,🚀
707,2023-05-24,FALSE,SP,null
708,2023-05-24,TRUE,CE,Gosto muito das iniciativas de vocês
709,2023-05-24,TRUE,TO,Continuem contribuindo com o mundo de dados ❤️
710,2023-05-24,FALSE,RJ,null
711,2023-05-24,FALSE,SP,Vocês são os melhores~ \o/
712,2023-05-24,FALSE,SP,null
713,2023-05-24,TRUE,SP,null
714,2023-05-24,TRUE,RS,null
715,2023-05-24,FALSE,SE,Faz um gráfico de pizza caprichado aí
716,2023-05-24,TRUE,GO,Que as pizzas de vocês possam gerar muito conhecimento.
717,2023-05-24,FALSE,SP,null
718,2023-05-24,TRUE,SP,null
719,2023-05-24,TRUE,SP,null
720,2023-05-24,FALSE,GO,Não use ketchup na pizza
721,2023-05-24,FALSE,SP,"Cara que fome! Não se acha pizza com alcaparra no fim de mundo onde habito. Vocês são maravilhosos!"""
722,2023-05-24,TRUE,SP,Não deixar o ketchup encostar na beterraba.
723,2023-05-24,TRUE,MG,Não pude pedir minha pizza de chocolate com queijo mas se tiverem chocolate pode trocar por qualquer ingrediente incluindo massa e borda 😇
724,2023-05-24,FALSE,SP,Por favor de uma leve tostada na borda.
725,2023-05-24,FALSE,SP,null
726,2023-05-24,TRUE,RO,O Téo parece o Leo do Supercombo
727,2023-05-24,FALSE,BA,null
728,2023-05-24,FALSE,CE,Borda bem recheada por favor.
729,2023-05-24,FALSE,RJ,null
730,2023-05-24,FALSE,RS,Por enquanto não. :D
731,2023-05-24,FALSE,PR,null
732,2023-05-24,FALSE,MG,Por favor mandar um abraço para o meu amigo Fazueli
733,2023-05-24,FALSE,SP,Massa bem assada por favor e inserir no menu de opções borda doce aka chocolate!
734,2023-05-24,FALSE,SC,Não esqueça o molho de tomate!
735,2023-05-24,FALSE,SP,null
736,2023-05-24,FALSE,SP,null
737,2023-05-24,TRUE,RN,null
738,2023-05-24,TRUE,SP,null
739,2023-05-24,FALSE,AL,Pq pepperoni está em primeiro lugar na lista de ingredientes? kkkkkk
740,2023-05-24,FALSE,SP,null
741,2023-05-24,FALSE,SP,null
742,2023-05-24,FALSE,AL,null
743,2023-05-24,TRUE,PA,null
744,2023-05-24,TRUE,RS,Boa sorte!!
745,2023-05-24,TRUE,SC,null
746,2023-05-24,TRUE,SP,null
747,2023-05-24,TRUE,RJ,null
748,2023-05-24,TRUE,MG,null
749,2023-05-24,TRUE,SP,Bolsonaro na cadeia!
750,2023-05-24,FALSE,PE,null
751,2023-05-24,FALSE,SP,null
752,2023-05-24,TRUE,MG,Em busca do top 1 fã e Discípulo do Teo e ser aluno linuxtips
753,2023-05-24,TRUE,MG,No ponto!
754,2023-05-24,FALSE,RJ,null
755,2023-05-24,FALSE,SE,null
756,2023-05-24,FALSE,SP,null
757,2023-05-24,FALSE,MG,null
758,2023-05-24,FALSE,SP,null
759,2023-05-24,TRUE,SC,null
760,2023-05-24,FALSE,RS,Capricha no queijo!
761,2023-05-24,FALSE,CE,You rock!
762,2023-05-24,TRUE,MG,Gostaria de uma pizza de cupim ao alho mas nao achei os ingrediente :(
763,2023-05-24,TRUE,SP,Por favor agilize a fabricação pois estou com fome!!!!! Obrigada :)
764,2023-05-24,FALSE,SP,null
765,2023-05-24,FALSE,SP,Jeff me beija
766,2023-05-24,FALSE,RN,null
767,2023-05-24,TRUE,PE,Vocês são FODAS! ❤️
768,2023-05-24,FALSE,PR,Caaapricha chefia!
769,2023-05-24,FALSE,RS,null
770,2023-05-24,FALSE,SP,Vcs são os caras
771,2023-05-24,TRUE,BA,null
772,2023-05-24,TRUE,RS,null
773,2023-05-24,TRUE,MG,Capricha nos ingredientes que o boi é grande!
774,2023-05-24,TRUE,CE,null
775,2023-05-24,FALSE,SC,null
776,2023-05-24,FALSE,PR,null
777,2023-05-24,TRUE,SP,null
778,2023-05-24,TRUE,SC,null
779,2023-05-24,FALSE,RS,null
780,2023-05-24,FALSE,SP,Desenha um goku na caixa da pizz
781,2023-05-24,FALSE,MG,null
782,2023-05-24,FALSE,SP,Mãe eu to ao vivo na twitch.tv/teomewhy
783,2023-05-24,FALSE,RS,Capricha no queijo!
784,2023-05-24,TRUE,SP,null
785,2023-05-24,FALSE,SP,null
786,2023-05-24,FALSE,RJ,null
787,2023-05-24,TRUE,RS,Baita conteudooooo!
788,2023-05-24,TRUE,PR,null
789,2023-05-24,TRUE,PE,null
790,2023-05-24,FALSE,SP,null
791,2023-05-24,FALSE,PR,null
792,2023-05-24,FALSE,RJ,Continuem com esse trabalho sensacional a comunidade agradece!
793,2023-05-24,TRUE,GO,null
794,2023-05-24,FALSE,PR,null
795,2023-05-24,TRUE,ES,null
796,2023-05-24,TRUE,PR,null
797,2023-05-24,FALSE,RS,Vou querer uma fatia da pizza na hora da aula!
798,2023-05-24,TRUE,PR,null
799,2023-05-24,FALSE,PB,null
800,2023-05-24,FALSE,PB,null
801,2023-05-24,TRUE,RJ,null
802,2023-05-24,FALSE,SC,Quero pizza vegan!
803,2023-05-24,TRUE,SP,null
804,2023-05-24,TRUE,BA,null
805,2023-05-24,TRUE,SP,Vocês são fodas!
806,2023-05-24,FALSE,PE,Seria massa jantar essa pizza hoje! S2
807,2023-05-24,TRUE,SP,select * from cad_pizza p where p.pizza=‘frango especial’
808,2023-05-24,TRUE,RJ,null
809,2023-05-24,FALSE,SP,null
810,2023-05-24,FALSE,SP,Azeitona preta por favor.
811,2023-05-24,FALSE,RJ,Faltou uma opção pra quem não mora no Brasil
812,2023-05-24,TRUE,RJ,null
813,2023-05-24,FALSE,SP,Também sou calvo! #TodosCalvos
814,2023-05-24,FALSE,SP,null
815,2023-05-24,FALSE,SP,null
816,2023-05-24,FALSE,PE,Seria massa jantar essa pizza hoje! S2
817,2023-05-24,TRUE,SP,null
818,2023-05-24,TRUE,BA,Capricha no recheio campeão!!!
819,2023-05-24,TRUE,RJ,null
820,2023-05-24,FALSE,SP,Bonde da Pizza de SQL!
821,2023-05-24,TRUE,PR,null
822,2023-05-24,TRUE,ES,Trás um azeite também
823,2023-05-24,TRUE,BA,Capricha
824,2023-05-24,TRUE,RN,"Adicionar borda de Chocolate!! \o/ Vcs são fod@h!! Obrigado por mais um projeto e por fortalecer a comunidade!! 🐧"""
825,2023-05-24,TRUE,MG,null
826,2023-05-24,TRUE,MG,Capricha no queijo Brie!
827,2023-05-24,TRUE,PE,Não tem combinação melhor!
828,2023-05-24,TRUE,SP,Bem assada pfv. E pede para o motoboy não chamar a moto no grau
829,2023-05-24,TRUE,SP,"Obrigado por contribuírem com uma ""fatia de pizza"" tão vasta quanto a de vocês!"
830,2023-05-24,TRUE,PE,null
831,2023-05-24,FALSE,SP,null
832,2023-05-24,TRUE,PB,null
833,2023-05-24,FALSE,DF,Quero ver o resultado hehehehe
834,2023-05-24,TRUE,RJ,null
835,2023-05-24,TRUE,PE,Faz o Bond SQL
836,2023-05-24,TRUE,MG,null
837,2023-05-24,FALSE,SP,Calabresa e bacon bem passados por favor (;
838,2023-05-24,FALSE,SP,null
839,2023-05-24,FALSE,PR,null
840,2023-05-24,TRUE,SP,Que a entrega seja rápida! Por favor!
841,2023-05-24,FALSE,DF,E olha só hein?
842,2023-05-24,TRUE,SP,Vaiiiiii
843,2023-05-24,TRUE,PR,Vocês são lindos
844,2023-05-24,TRUE,GO,Primeira vez pedindo pizza
845,2023-05-24,FALSE,SP,null
846,2023-05-24,TRUE,RN,Capriche!!!!
847,2023-05-24,TRUE,SP,null
848,2023-05-24,FALSE,PR,Meu marido queria uma de quatro queijos mas eu não quero. Será que ceis podem dizer que veio essa por engano?
849,2023-05-24,TRUE,SP,continuem com o incrível trabalho de vocês formando cada vez mais pizzaiolos ;D
850,2023-05-24,TRUE,MG,null
851,2023-05-24,TRUE,MG,Sem cebola por favor
852,2023-05-24,FALSE,SP,null
853,2023-05-24,TRUE,GO,null
854,2023-05-24,FALSE,MG,null
855,2023-05-24,FALSE,PR,Vocês são fod# demais!!
856,2023-05-24,FALSE,RJ,Prazo de entrega é importante!
857,2023-05-24,FALSE,SP,null
858,2023-05-24,FALSE,SP,null
859,2023-05-24,FALSE,SP,null
860,2023-05-24,TRUE,MT,Moda da Casa no adicional por favor 🤩
861,2023-05-24,FALSE,SP,Um salve da basedosdados.org
862,2023-05-24,FALSE,PE,faltou um queijo vegano :(
863,2023-05-24,FALSE,SP,Continuem fazendo o que fazem com amor
864,2023-05-24,FALSE,SP,Amassa no catupiry!
865,2023-05-24,FALSE,SP,null
866,2023-05-24,FALSE,RR,Manda um salve pro Prof. Cuca Beludo
867,2023-05-24,TRUE,DF,Vcs são zica!!
868,2023-05-24,FALSE,SP,null
869,2023-05-24,FALSE,SP,Vocês são incríveis!!
870,2023-05-24,TRUE,SP,Forte abraço meus queridos!
871,2023-05-24,FALSE,SP,Bootcamp de machine learning!
872,2023-05-24,TRUE,SC,Olha essa pizzaria tem nada vegano decepcionado mas já to aqui né ahahahaha
873,2023-05-24,FALSE,SP,null
874,2023-05-24,TRUE,DF,Vocês são top d+
875,2023-05-24,FALSE,SP,Queria saber o que dá com este questionario
876,2023-05-24,TRUE,MG,Vamos combinar pizza e cervejinha
877,2023-05-24,TRUE,DF,null
878,2023-05-24,FALSE,SP,null
879,2023-05-24,TRUE,AM,Salve vcs são zica demais abraço!!!
880,2023-05-24,FALSE,PR,O molho de tomate está incluso? :s
881,2023-05-24,FALSE,SP,Caprichado  como sempre
882,2023-05-24,FALSE,RS,Quero cortada em 8 pedaços!
883,2023-05-24,FALSE,SP,Aguardando a pizza ansiosamente!
884,2023-05-24,TRUE,RO,Entregar a pizza quentinha no capricho!
885,2023-05-24,FALSE,SP,null
886,2023-05-24,TRUE,SP,"O Téo pode ser calvo a pizza não! Capricha no recheio ai!"""
887,2023-05-24,TRUE,PR,null
888,2023-05-24,FALSE,SP,null
889,2023-05-24,TRUE,SP,null
890,2023-05-24,FALSE,BA,null
891,2023-05-24,FALSE,ES,null
892,2023-05-24,TRUE,BA,Venham para o Devops Days Salvador bjo
893,2023-05-24,TRUE,GO,Vaiiiii!! Sucesso sempre!
894,2023-05-24,FALSE,SP,null
895,2023-05-24,TRUE,MG,null
896,2023-05-24,FALSE,SE,null
897,2023-05-24,FALSE,CE,null
898,2023-05-24,FALSE,PR,#vai
899,2023-05-24,TRUE,RJ,CAPRICHEM!!
900,2023-05-24,TRUE,CE,null
901,2023-05-24,FALSE,RJ,null
902,2023-05-24,TRUE,SP,null
903,2023-05-24,FALSE,RJ,Fiquei com vontade de comer pizza agora : (
904,2023-05-24,FALSE,SP,null
905,2023-05-24,TRUE,RJ,null
906,2023-05-24,FALSE,PR,null
907,2023-05-24,FALSE,SP,Capricha no recheio!
908,2023-05-24,FALSE,SP,"INSERT INTO LINUX_TIPS.LIVE_SQL VALUES (""Muito sucesso!"" ""Iniciativa show de bola"" ""VAI!"")"
909,2023-05-24,TRUE,RJ,Muito obrigado pela oportunidade!!
910,2023-05-24,TRUE,SP,null
911,2023-05-24,FALSE,SP,Pizza monstruosa meus caros
912,2023-05-24,FALSE,SP,null
913,2023-05-24,TRUE,CE,Vocês são Demais!!!!! #vai !!!!!!!!!!
914,2023-05-24,FALSE,GO,Vamos!
915,2023-05-24,FALSE,SP,Poderia ter pizza quadrada ? kkkk valeu mestres
916,2023-05-24,TRUE,MG,Espero que a Live seja proveitosa... UpUpUp!!!
917,2023-05-24,TRUE,CE,Cerveja IPA
918,2023-05-24,FALSE,SP,"Iniciando a jornada com essa aula sou 100% leigo sobre o tema. Espero aprender e gostar do tema."""
919,2023-05-24,FALSE,SP,null
920,2023-05-24,TRUE,DF,null
921,2023-05-24,FALSE,RJ,Manda mostarda!!
922,2023-05-24,FALSE,RS,Faltou coração de frango nos ingredientes (é clássico aqui no RS)
923,2023-05-24,TRUE,RJ,null
924,2023-05-24,TRUE,SP,Faltou batata frita nos ingredientes - pizza de batata frita é a melhor
925,2023-05-24,FALSE,MG,null
926,2023-05-24,FALSE,SP,null
927,2023-05-24,TRUE,DF,Sem cebola
928,2023-05-24,TRUE,BA,VAAAAAAAAI
929,2023-05-24,TRUE,SP,Obrigada por ensinarem!
930,2023-05-24,FALSE,SC,VAAAAAIIII
931,2023-05-24,TRUE,SP,Capricha na uva passa! =D
932,2023-05-24,TRUE,RS,null
933,2023-05-24,TRUE,SP,null
934,2023-05-24,TRUE,PE,null
935,2023-05-24,TRUE,PR,null
936,2023-05-24,TRUE,AL,null
937,2023-05-24,FALSE,RJ,null
938,2023-05-24,TRUE,PR,Topppppp
939,2023-05-24,TRUE,SP,Capricha na massa fina e deliciosa!
940,2023-05-24,FALSE,SP,null
941,2023-05-24,TRUE,MA,Manda uma pizzazinha pra mim
942,2023-05-24,TRUE,MG,null
943,2023-05-24,FALSE,GO,Mama mia!!
944,2023-05-24,FALSE,SP,null
945,2023-05-24,TRUE,MG,null
946,2023-05-24,TRUE,MS,null
947,2023-05-24,TRUE,SP,Vocês São F.......%$@
948,2023-05-24,TRUE,SP,null
949,2023-05-24,TRUE,BA,null
950,2023-05-24,FALSE,PE,null
951,2023-05-24,FALSE,DF,null
952,2023-05-24,TRUE,PB,null
953,2023-05-24,TRUE,CE,#TMJ
954,2023-05-24,FALSE,RJ,Azeita!
955,2023-05-24,TRUE,PE,null
956,2023-05-24,FALSE,CE,null
957,2023-05-24,TRUE,CE,null
958,2023-05-24,TRUE,MA,null
959,2023-05-24,TRUE,CE,Muito massa o trabalho que vocês fazem! Obrigada!!!
960,2023-05-24,FALSE,SP,Exagere no bacon
961,2023-05-24,TRUE,GO,null
962,2023-05-24,TRUE,CE,null
963,2023-05-24,TRUE,GO,Parabéns por proporem isso para a comunidade vai ajudar muita gente!!
964,2023-05-24,FALSE,SP,null
965,2023-05-24,FALSE,SP,Capricha ai meus manos hahahaha vlwww
966,2023-05-24,TRUE,MG,null
967,2023-05-24,FALSE,SP,Cerveja estupidamente gelada por favor!
968,2023-05-24,TRUE,SP,null
969,2023-05-24,FALSE,SP,null
970,2023-05-24,TRUE,DF,null
971,2023-05-24,TRUE,SP,Podemos batizar a pizza de outlier vegetariano?
972,2023-05-24,TRUE,SP,null
973,2023-05-24,FALSE,SP,senti falta de alguns ingredientes p.e: frango champignon
974,2023-05-24,TRUE,RS,Vocês são fera demais!
975,2023-05-24,TRUE,RJ,Jeff tu é o cara! Téo conheci agora mas é brabo d+
976,2023-05-24,FALSE,CE,null
977,2023-05-24,FALSE,SP,só #VAIIIIIIII
978,2023-05-24,TRUE,PR,Aula muito detalhada e completa!!! #VAAIII
979,2023-05-24,FALSE,PI,Faltou a borda de chocolate. Assim dá pra pedir uma pizza salgado com borda de chocolate para a sobremesa :p
980,2023-05-24,TRUE,MG,CÊS SÃO F*DA! BRIGADA POR TUDO SEMPRE
981,2023-05-24,FALSE,SP,não deixa queimar
982,2023-05-24,FALSE,SP,null
983,2023-05-24,FALSE,SP,Obrigado!
984,2023-05-24,FALSE,SP,null
985,2023-05-24,TRUE,GO,null
986,2023-05-24,FALSE,MS,null
987,2023-05-24,TRUE,RN,null
988,2023-05-24,FALSE,SP,null
989,2023-05-24,FALSE,MG,null
990,2023-05-24,FALSE,SP,null
991,2023-05-24,TRUE,MA,null
992,2023-05-24,TRUE,RS,null
993,2023-05-24,TRUE,SP,null
994,2023-05-24,TRUE,PE,null
995,2023-05-24,TRUE,RN,null
996,2023-05-24,TRUE,AL,null
997,2023-05-24,FALSE,DF,Se possível adicionar Manjericão!
998,2023-05-24,TRUE,SC,Sabe muito! 🙅🏽‍♂️
999,2023-05-24,TRUE,CE,Otimo evento
1000,2023-05-24,FALSE,PR,Expectativa para a aula
1001,2023-05-24,TRUE,SP,VAIII
1002,2023-05-24,FALSE,MG,Excelente pizza a todos nós
1003,2023-05-24,TRUE,PE,null
1004,2023-05-24,FALSE,PE,Arrocha o nó!
1005,2023-05-24,TRUE,PB,É noiz
1006,2023-05-24,TRUE,PA,null
1007,2023-05-24,FALSE,SP,Não
1008,2023-05-24,FALSE,BA,null
1009,2023-05-24,FALSE,AP,null
1010,2023-05-24,FALSE,SC,Hoje tem gol do ribamar
1011,2023-05-24,FALSE,SP,Top!
1012,2023-05-24,FALSE,BA,Não
1013,2023-05-24,FALSE,RJ,TMJ
1014,2023-05-24,TRUE,MG,Primeira aula
1015,2023-05-24,FALSE,RJ,null
1016,2023-05-24,FALSE,RJ,To com fome!
1017,2023-05-24,FALSE,MA,Capricha meu lindo!
1018,2023-05-24,FALSE,SP,null
1019,2023-05-24,TRUE,PR,null
1020,2023-05-24,TRUE,DF,null
1021,2023-05-24,FALSE,SP,Capricha
1022,2023-05-24,FALSE,SP,null
1023,2023-05-24,TRUE,SP,null
1024,2023-05-24,TRUE,SP,Não já acabou a live :v
1025,2023-05-24,FALSE,SP,Capricha
1026,2023-05-24,FALSE,SP,null
1027,2023-05-24,FALSE,SP,Amigos faltou incluir manjericão na lista de ingredientes. Sem ele não deu pra eu montar a pizza perfeita: Marguerita!
1028,2023-05-24,TRUE,SC,foi top!!
1029,2023-05-24,FALSE,SC,null
1030,2023-05-24,TRUE,SP,null
1031,2023-05-24,TRUE,CE,Vocês São Demais!!! #VAI !!!!!!
1032,2023-05-24,FALSE,SP,Obrigada por passar conhecimento de qualidade e forma gratuita!
1033,2023-05-24,FALSE,SP,vai!
1034,2023-05-24,TRUE,RJ,null
1035,2023-05-24,FALSE,SP,null
1036,2023-05-24,TRUE,ES,SQL na Veia!!!
1037,2023-05-24,TRUE,PA,I'm hungry!!!
1038,2023-05-24,FALSE,MA,Vou ser um ciêntista de dados
1039,2023-05-24,FALSE,PA,null
1040,2023-05-24,TRUE,SP,null
1041,2023-05-24,FALSE,SP,Cadê o catupiry?
1042,2023-05-24,TRUE,MG,Adicional de uva passa por favor
1043,2023-05-24,FALSE,ES,Opa
1044,2023-05-24,FALSE,SP,null
1045,2023-05-24,TRUE,RS,voces sao demais ajudam muitas pessoas
1046,2023-05-24,FALSE,SP,Onde é essa live?
1047,2023-05-24,FALSE,SP,null
1048,2023-05-24,TRUE,MG,XDD espero aprender bastante com os pizzaiolo
1049,2023-05-24,FALSE,SP,null
1050,2023-05-24,FALSE,SP,No capricho!
1051,2023-05-25,FALSE,RS,São tops
1052,2023-05-25,TRUE,BA,null
1053,2023-05-25,TRUE,MG,Obrigada! Vocês são demais!!!
1054,2023-05-25,FALSE,PE,Gooooooo
1055,2023-05-25,TRUE,PE,null
1056,2023-05-25,TRUE,PI,null
1057,2023-05-25,TRUE,RJ,null
1058,2023-05-25,TRUE,RJ,null
1059,2023-05-25,TRUE,SP,Muito azeite na hora de deployar
1060,2023-05-25,FALSE,SP,null
